YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2015,2015,IA,Iowa,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.1,7.1,,,5.8,8.4,Gender,Female,,,,,POINT (-93.81649055599968 42.46940091300047),,19,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2013,2013,IA,Iowa,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.4,8.4,,,7.5,9.4,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,GA,Georgia,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.6,12.6,,,11.6,13.6,Gender,Male,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2011,2011,GA,Georgia,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2014,2014,GA,Georgia,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.6,8.6,,,8,9.1,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2016,2016,GA,Georgia,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.5,8.5,,,5.6,12.4,Race/Ethnicity,Hispanic,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2017,2017,IA,Iowa,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),,19,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2015,2015,HI,Hawaii,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,5.4,5.4,,,3.9,7.1,Gender,Female,,,,,POINT (-157.85774940299973 21.304850435000446),,15,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2016,2016,IA,Iowa,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-93.81649055599968 42.46940091300047),,19,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2016,2016,HI,Hawaii,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-157.85774940299973 21.304850435000446),,15,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2010,2010,HI,Hawaii,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),,15,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2017,2017,HI,Hawaii,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-157.85774940299973 21.304850435000446),,15,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2013,2013,GA,Georgia,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.0,6,,,5,6.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2018,2018,GA,Georgia,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.9,9.9,,,9.3,10.5,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,GA,Georgia,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2013,2013,IA,Iowa,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),,19,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2016,2016,HI,Hawaii,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,13.2,13.2,,,10,17,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),,15,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2017,2017,GA,Georgia,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2018,2018,IA,Iowa,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-93.81649055599968 42.46940091300047),,19,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2018,2018,HI,Hawaii,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,4.2,4.2,,,2.9,5.8,Gender,Female,,,,,POINT (-157.85774940299973 21.304850435000446),,15,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2012,2012,IA,Iowa,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.1,8.1,,,7.2,9.1,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2010,2010,GA,Georgia,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2012,2012,IA,Iowa,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-93.81649055599968 42.46940091300047),,19,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2016,2016,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2011,2011,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2013,2013,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.3,11.3,,,9.6,12.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2012,2012,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.0,8,,,6.2,10.2,Gender,Female,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2012,2012,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2017,2017,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2018,2018,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.6,9.6,,,9,10.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2018,2018,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.6,7.6,,,6.4,8.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2015,2015,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.1,6.1,,,5.5,6.6,Gender,Female,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2015,2015,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2014,2014,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,15.0,15,,,12.4,17.6,Gender,Male,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2016,2016,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.3,7.3,,,5.6,9.3,Gender,Female,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2016,2016,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.9,9.9,,,9.3,10.6,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2016,2016,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2010,2010,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,10.8,10.8,,,8.6,13.1,Race/Ethnicity,Hispanic,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2018,2018,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2012,2012,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2012,2012,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2010,2010,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2011,2011,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2017,2017,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.7,9.7,,,8.2,11.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2012,2012,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.5,11.5,,,9.9,13.2,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2014,2014,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.2,6.2,,,5.7,6.8,Gender,Female,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2012,2012,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2015,2015,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2016,2016,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,3.7,3.7,,,2.4,5.6,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2010,2010,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,5.7,5.7,,,5.2,6.3,Gender,Female,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2018,2018,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,13.2,13.2,,,11.3,15.1,Race/Ethnicity,Hispanic,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2011,2011,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.8,12.8,,,10.3,15.3,Gender,Male,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2013,2013,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.3,7.3,,,5.6,9.4,Gender,Female,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2015,2015,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.9,9.9,,,7.9,12.2,Gender,Female,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2011,2011,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2014,2014,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.3,12.3,,,10.2,14.3,Race/Ethnicity,Hispanic,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2014,2014,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.5,12.5,,,11.6,13.3,Gender,Male,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2017,2017,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2016,2016,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2012,2012,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,5.9,5.9,,,5.4,6.5,Gender,Female,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2010,2010,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.5,7.5,,,5.7,9.7,Gender,Female,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2014,2014,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.3,9.3,,,8.7,9.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2017,2017,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,13.5,13.5,,,11.1,15.9,Gender,Male,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2013,2013,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,API,,,,
2011,2011,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.0,9,,,7.6,10.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2018,2018,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2011,2011,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2017,2017,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,7.4,7.4,,,6.2,8.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2017,2017,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.7,12.7,,,11.9,13.6,Gender,Male,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2012,2012,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.0,11,,,9.3,12.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2011,2011,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,5.8,5.8,,,5.3,6.4,Gender,Female,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2016,2016,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2013,2013,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,11.7,11.7,,,10.1,13.3,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2017,2017,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.8,9.8,,,9.2,10.4,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2014,2014,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2015,2015,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.1,8.1,,,6.8,9.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2018,2018,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,AIAN,,,,
2015,2015,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.7,8.7,,,8.3,9.2,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR,,,,
2011,2011,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.7,9.7,,,8.1,11.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2013,2013,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,12.3,12.3,,,10.1,14.5,Race/Ethnicity,Hispanic,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2014,2014,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2014,2014,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,RACE,HIS,,,,
2016,2016,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.5,6.5,,,5.9,7.1,Gender,Female,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2010,2010,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.4,8.4,,,7.8,9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2011,2011,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.4,8.4,,,6.5,10.7,Gender,Female,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,GENDER,GENF,,,,
2010,2010,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.6,6.6,,,5.4,7.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,BLK,,,,
2018,2018,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,14.8,14.8,,,12.3,17.2,Gender,Male,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
2012,2012,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,8.6,8.6,,,8,9.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,RACE,WHT,,,,
2010,2010,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,10.9,10.9,,,10.1,11.7,Gender,Male,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,AGEADJRATE,GENDER,GENM,,,,
